city,orders,revenue,restaurants,aov,pct_revenue
"North Dumdum,Kolkata",4,4196.0,4,1049.0,0.00043516028253189954
"Race Course Dehradun,Dehradun",3,4185.0,3,1395.0,0.00043401949056148705
Markapur,11,4120.0,11,374.54545454545456,0.0004272784470999586
Mandi-dabwali,14,4024.0,14,287.42857142857144,0.00041732244444908574
"Wanowrie,Pune",12,3919.0,12,326.5833333333333,0.0004064330665496936
Lalitpur,28,3708.0,28,132.42857142857142,0.0003845506023899627
Kadayanallur,12,3665.0,12,305.4166666666667,0.0003800911428692593
Kasaragod,6,3657.0,6,609.5,0.0003792614759816865
Bodinayakanur,5,3640.0,5,728.0,0.00037749843384559447
Karwar,12,3199.0,12,266.5833333333333,0.00033176304666814743
Koppal,13,3125.0,13,240.3846153846154,0.00032408862795809963
Kayamkulam,11,2611.0,11,237.36363636363637,0.0002707825304315514
Nipani,9,2148.0,9,238.66666666666666,0.00022276555931327938
Jalaun,11,2128.0,11,193.45454545454547,0.00022069139209434754
Kothagudem,10,1912.0,10,191.2,0.00019829038612988368
Lonavla,7,1842.0,7,263.14285714285717,0.00019103080086362224
"Jagadamba Junction,Vizag",2,1760.0,2,880.0,0.00018252671526600172
Kundapura,7,1523.0,7,217.57142857142858,0.00015794783372165944
Murshidabad,4,930.0,4,232.5,9.644877568033046e-05
Darjeeling,3,907.0,3,907.0,9.406348337855884e-05
Manali,1,861.0,1,861.0,8.92928987750156e-05
Hampi,1,583.0,1,583.0,6.046197443186307e-05
Boisar,2,417.0,2,208.5,4.324638651472882e-05
"Padmarao Nagar,Hyderabad",2,384.0,2,192.0,3.982401060349128e-05
Mandi-gobindgarh,3,347.0,3,115.66666666666667,3.5986801248467386e-05
Kumta,4,320.0,4,80.0,3.3186675502909404e-05
Mount-abu,2,305.0,2,152.5,3.1631050088710526e-05
"Starbucks_BKC,Mumbai",1,292.0,1,292.0,3.028284139640483e-05
"Mahim Dadar,Mumbai",1,273.0,1,273.0,2.8312382538419584e-05
Itanagar,2,167.0,2,83.5,1.7319296278080843e-05
"Noida Expressway,Delhi",1,88.0,1,88.0,9.126335763300086e-06
Naharlagun,1,79.0,1,79.0,8.192960514780758e-06
"BBK_Chattarpur,Delhi",1,0.0,1,,0.0
